content_id,platform,content_type,topic,likes,comments,shares,saves,reach,engagement_rate,performance_label,success_driver,failure_reason,posted_at,recommended_action
cnt_458,LinkedIn,carousel,Tech,1079,100,184,132,4604,0.325,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-04,Replicate hook style and CTA in upcoming posts
cnt_459,LinkedIn,image,Marketing,570,93,30,15,3082,0.23,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-05,Replicate hook style and CTA in upcoming posts
cnt_460,LinkedIn,text,Marketing,150,33,182,295,607,1.087,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-06,Replicate hook style and CTA in upcoming posts
cnt_461,LinkedIn,carousel,Education,757,7,127,290,3638,0.325,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-07,Replicate hook style and CTA in upcoming posts
cnt_462,X,reel,Motivation,230,114,146,59,1157,0.475,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-08,Replicate hook style and CTA in upcoming posts
cnt_463,LinkedIn,carousel,Productivity,45,31,11,241,321,1.022,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-09,Replicate hook style and CTA in upcoming posts
cnt_464,LinkedIn,carousel,Announcement,92,70,182,214,505,1.105,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-10,Replicate hook style and CTA in upcoming posts
cnt_465,Instagram,reel,Productivity,675,34,19,292,5079,0.201,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-11,Replicate hook style and CTA in upcoming posts
cnt_466,Instagram,text,Education,477,102,132,23,3073,0.239,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-12,Replicate hook style and CTA in upcoming posts
cnt_467,Instagram,image,Productivity,656,41,22,283,5709,0.176,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-13,Replicate hook style and CTA in upcoming posts
cnt_468,LinkedIn,image,Marketing,617,72,200,155,3838,0.272,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-14,Replicate hook style and CTA in upcoming posts
cnt_469,X,carousel,Productivity,1030,98,198,100,9090,0.157,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-15,Replicate hook style and CTA in upcoming posts
cnt_470,X,image,Tech,33,119,104,12,158,1.696,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-16,Replicate hook style and CTA in upcoming posts
cnt_471,Instagram,carousel,Marketing,39,42,0,192,274,0.996,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-17,Replicate hook style and CTA in upcoming posts
cnt_472,X,image,Motivation,507,53,125,30,2104,0.34,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-18,Replicate hook style and CTA in upcoming posts
cnt_473,X,image,Announcement,109,117,59,266,749,0.736,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-19,Replicate hook style and CTA in upcoming posts
cnt_474,X,text,Motivation,193,74,24,258,852,0.644,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-20,Replicate hook style and CTA in upcoming posts
cnt_475,LinkedIn,image,Education,1182,7,111,66,7425,0.184,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-21,Replicate hook style and CTA in upcoming posts
cnt_476,LinkedIn,image,Productivity,824,89,188,167,5077,0.25,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-22,Replicate hook style and CTA in upcoming posts
cnt_477,Instagram,carousel,Motivation,172,120,51,69,1713,0.241,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-23,Replicate hook style and CTA in upcoming posts
cnt_478,Instagram,image,Productivity,356,57,119,160,2733,0.253,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-24,Replicate hook style and CTA in upcoming posts
cnt_479,Instagram,carousel,Tech,945,39,118,135,3817,0.324,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-25,Replicate hook style and CTA in upcoming posts
cnt_480,LinkedIn,carousel,Motivation,643,105,180,20,3690,0.257,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-26,Replicate hook style and CTA in upcoming posts
cnt_481,X,image,Education,528,45,101,262,1784,0.525,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-27,Replicate hook style and CTA in upcoming posts
cnt_482,X,carousel,Motivation,376,3,103,231,3405,0.209,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-28,Replicate hook style and CTA in upcoming posts
cnt_483,Instagram,carousel,Productivity,966,13,35,62,2995,0.359,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-29,Replicate hook style and CTA in upcoming posts
cnt_484,X,reel,Marketing,425,105,102,190,4086,0.201,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-30,Replicate hook style and CTA in upcoming posts
cnt_485,Instagram,text,Productivity,550,117,19,11,1914,0.364,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-31,Replicate hook style and CTA in upcoming posts
cnt_486,LinkedIn,reel,Productivity,208,115,84,62,711,0.66,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-01,Replicate hook style and CTA in upcoming posts
cnt_487,Instagram,text,Tech,1195,55,185,202,11713,0.14,average,,Content performed as expected for this format,2027-04-02,Maintain strategy and test small variations
cnt_488,LinkedIn,image,Announcement,893,22,90,109,4212,0.264,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-03,Replicate hook style and CTA in upcoming posts
cnt_489,LinkedIn,text,Marketing,324,4,157,125,2180,0.28,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-04,Replicate hook style and CTA in upcoming posts
cnt_490,Instagram,text,Productivity,1001,7,22,143,6140,0.191,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-05,Replicate hook style and CTA in upcoming posts
cnt_491,Instagram,text,Tech,1096,31,161,278,9799,0.16,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-06,Replicate hook style and CTA in upcoming posts
cnt_492,X,image,Announcement,755,61,139,248,5083,0.237,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-07,Replicate hook style and CTA in upcoming posts
cnt_493,Instagram,reel,Education,573,23,6,163,4164,0.184,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-08,Replicate hook style and CTA in upcoming posts
cnt_494,X,carousel,Productivity,139,103,120,271,783,0.808,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-09,Replicate hook style and CTA in upcoming posts
cnt_495,X,reel,Productivity,225,31,168,123,1220,0.448,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-10,Replicate hook style and CTA in upcoming posts
cnt_496,Instagram,carousel,Marketing,1199,108,99,181,6443,0.246,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-11,Replicate hook style and CTA in upcoming posts
cnt_497,X,image,Marketing,671,103,188,183,2244,0.51,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-12,Replicate hook style and CTA in upcoming posts
cnt_498,X,image,Productivity,1174,18,144,96,11586,0.124,average,,Audience engagement consistent with baseline,2027-04-13,Experiment with hook or CTA to push performance
cnt_499,X,carousel,Motivation,1024,4,23,28,4977,0.217,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-04-14,Replicate hook style and CTA in upcoming posts
cnt_500,X,carousel,Productivity,1098,61,0,169,10813,0.123,average,,Audience engagement consistent with baseline,2027-04-15,Experiment with hook or CTA to push performance
